category,url,title,views,tags,title_clean,title_tokens,title_lemmas,named_entities
Происшествия,https://ria.ru/20250428/avtobus-2013757434.html,"во владимирской области автобус съехал в кювет, пострадали около 35 человек",3139,"['Происшествия', 'Владимирская область', 'Александровский район', 'Россия']",владимирской области автобус съехал кювет пострадали около человек,"['владимирской', 'области', 'автобус', 'съехал', 'кювет', 'пострадали', 'около', 'человек']","['владимирский', 'область', 'автобус', 'съехать', 'кювет', 'пострадать', 'около', 'человек']","[('владимирской области', 'LOC')]"
Происшествия,https://ria.ru/20250428/bpla-2013754248.html,при массированной атаке беспилотников на брянск погиб человек,19789,"['Происшествия', 'Специальная военная операция на Украине', 'Брянск']",массированной атаке беспилотников брянск погиб человек,"['массированной', 'атаке', 'беспилотников', 'брянск', 'погиб', 'человек']","['массированный', 'атака', 'беспилотник', 'брянск', 'погибнуть', 'человек']","[('брянск', 'LOC')]"
Происшествия,https://ria.ru/20250428/fsb-2013753152.html,в приморье задержали подозреваемого в сборе данных для украинской разведки,4237,"['Происшествия', 'Специальная военная операция на Украине', 'Россия']",приморье задержали подозреваемого сборе данных украинской разведки,"['приморье', 'задержали', 'подозреваемого', 'сборе', 'данных', 'украинской', 'разведки']","['приморье', 'задержать', 'подозреваемого', 'сбор', 'данных', 'украинской', 'разведка']","[('приморье', 'LOC')]"
Происшествия,https://ria.ru/20250428/vankuver-2013752492.html,сми: подозреваемому в убийстве в ванкувере предъявили обвинения,2895,"['Происшествия', 'В мире', 'Ванкувер', 'Филиппины']",сми подозреваемому убийстве ванкувере предъявили обвинения,"['сми', 'подозреваемому', 'убийстве', 'ванкувере', 'предъявили', 'обвинения']","['сми', 'подозреваемому', 'убийство', 'ванкувер', 'предъявить', 'обвинение']","[('сми', 'ORG'), ('ванкувере', 'LOC')]"
Происшествия,https://ria.ru/20250428/vladivostok-2013751980.html,в приморье задержали подозреваемого в распространении детской порнографии,912,"['Происшествия', 'Россия', 'Владивосток', 'Приморский край']",приморье задержали подозреваемого распространении детской порнографии,"['приморье', 'задержали', 'подозреваемого', 'распространении', 'детской', 'порнографии']","['приморье', 'задержать', 'подозреваемого', 'распространение', 'детский', 'порнография']","[('приморье', 'LOC')]"
Происшествия,https://ria.ru/20250428/sud-2013750966.html,суд арестовал более 60 участков и зданий во владивостоке по иску минобороны,13229,"['Происшествия', 'Россия', 'Владивосток', 'Приморский край']",суд арестовал участков зданий владивостоке иску минобороны,"['суд', 'арестовал', 'участков', 'зданий', 'владивостоке', 'иску', 'минобороны']","['суд', 'арестовать', 'участок', 'здание', 'владивосток', 'иск', 'минобороны']","[('владивостоке', 'LOC'), ('минобороны', 'ORG')]"
Происшествия,https://ria.ru/20250428/gladkov-2013747170.html,гладков выразил соболезнования семье погибшего в дтп фельдшера,1177,"['Происшествия', 'Белгород', 'Белгородская область', 'Вячеслав Гладков']",гладков выразил соболезнования семье погибшего дтп фельдшера,"['гладков', 'выразил', 'соболезнования', 'семье', 'погибшего', 'дтп', 'фельдшера']","['гладков', 'выразить', 'соболезнование', 'семья', 'погибнуть', 'дтп', 'фельдшер']","[('гладков', 'PER')]"
Происшествия,https://ria.ru/20250427/dtp-2013738682.html,в белгороде иномарка столкнулась с машиной скорой помощи,3437,"['Происшествия', 'Белгород', 'Авто', 'Белгородская область', 'Россия']",белгороде иномарка столкнулась машиной скорой помощи,"['белгороде', 'иномарка', 'столкнулась', 'машиной', 'скорой', 'помощи']","['белгород', 'иномарка', 'столкнуться', 'машина', 'скорый', 'помощь']",[]
Происшествия,https://ria.ru/20250427/veterinary-2013728270.html,"в уфе ветеринары проверили состояние собаки, избитой женщиной при ребенке",3140,"['Происшествия', 'Уфа']",уфе ветеринары проверили состояние собаки избитой женщиной ребенке,"['уфе', 'ветеринары', 'проверили', 'состояние', 'собаки', 'избитой', 'женщиной', 'ребенке']","['уфа', 'ветеринар', 'проверить', 'состояние', 'собака', 'избить', 'женщина', 'ребёнок']","[('уфе', 'LOC')]"
Происшествия,https://ria.ru/20250427/moskalik-2013724722.html,обвиняемого в теракте против генерала москалика арестовали,28059,"['Происшествия', 'Ярослав Москалик', 'Убийство генерала Москалика', 'Россия']",обвиняемого теракте против генерала москалика арестовали,"['обвиняемого', 'теракте', 'против', 'генерала', 'москалика', 'арестовали']","['обвинять', 'теракт', 'против', 'генерал', 'москалика', 'арестовать']",[]
Происшествия,https://ria.ru/20250427/sk-2013723092.html,следствие просит арестовать обвиняемого в теракте против генерала москалика,4117,"['Происшествия', 'Следственный комитет России (СК РФ)', 'Россия', 'Москва']",следствие просит арестовать обвиняемого теракте против генерала москалика,"['следствие', 'просит', 'арестовать', 'обвиняемого', 'теракте', 'против', 'генерала', 'москалика']","['следствие', 'просить', 'арестовать', 'обвиняемого', 'теракт', 'против', 'генерал', 'москалика']",[]
Происшествия,https://ria.ru/20250427/omsk-2013721823.html,житель омска устроил у бара стрельбу из травматического пистолета,1025,"['Происшествия', 'Омская область', 'Омск']",житель омска устроил бара стрельбу травматического пистолета,"['житель', 'омска', 'устроил', 'бара', 'стрельбу', 'травматического', 'пистолета']","['житель', 'омск', 'устроить', 'бар', 'стрельба', 'травматический', 'пистолет']","[('омска', 'LOC')]"
Происшествия,https://ria.ru/20250427/pozhar-2013712419.html,в москве потушили пожар в банном комплексе,1585,"['Происшествия', 'Москва', 'Россия']",москве потушили пожар банном комплексе,"['москве', 'потушили', 'пожар', 'банном', 'комплексе']","['москва', 'потушить', 'пожар', 'банный', 'комплекс']","[('москве', 'LOC')]"
Происшествия,https://ria.ru/20250427/ufa-2013710656.html,"в уфе органы опеки пытались попасть в квартиру женщины, избившей собаку",2154,"['Происшествия', 'Уфа', 'Россия']",уфе органы опеки пытались попасть квартиру женщины избившей собаку,"['уфе', 'органы', 'опеки', 'пытались', 'попасть', 'квартиру', 'женщины', 'избившей', 'собаку']","['уфа', 'орган', 'опека', 'пытаться', 'попасть', 'квартира', 'женщина', 'избившей', 'собака']","[('уфе', 'LOC')]"
Происшествия,https://ria.ru/20250427/pozhar-2013710254.html,в московском банном комплексе потушили открытый огонь,6353,"['Происшествия', 'Москва', 'Россия']",московском банном комплексе потушили открытый огонь,"['московском', 'банном', 'комплексе', 'потушили', 'открытый', 'огонь']","['московский', 'банный', 'комплекс', 'потушить', 'открытый', 'огонь']",[]
Происшествия,https://ria.ru/20250427/lichnost-2013708766.html,"полиция установила личность жительницы уфы, избившей собаку при ребенке",4781,"['Происшествия', 'Уфа']",полиция установила личность жительницы уфы избившей собаку ребенке,"['полиция', 'установила', 'личность', 'жительницы', 'уфы', 'избившей', 'собаку', 'ребенке']","['полиция', 'установить', 'личность', 'жительница', 'уфа', 'избившей', 'собака', 'ребёнок']","[('уфы', 'LOC')]"
Происшествия,https://ria.ru/20250427/pozhar-2013708356.html,при пожаре в красноярском селе таежное сгорело пять жилых домов,743,"['Происшествия', 'Канский район', 'Россия']",пожаре красноярском селе таежное сгорело пять жилых домов,"['пожаре', 'красноярском', 'селе', 'таежное', 'сгорело', 'пять', 'жилых', 'домов']","['пожар', 'красноярский', 'село', 'таежное', 'сгореть', 'пять', 'жилой', 'дом']",[]
Происшествия,https://ria.ru/20250427/bespilotnik-2013707088.html,в белгородской области при атаке дрона всу пострадал водитель грузовика,818,"['Происшествия', 'Специальная военная операция на Украине']",белгородской области атаке дрона всу пострадал водитель грузовика,"['белгородской', 'области', 'атаке', 'дрона', 'всу', 'пострадал', 'водитель', 'грузовика']","['белгородский', 'область', 'атака', 'дрон', 'всу', 'пострадать', 'водитель', 'грузовик']","[('белгородской области', 'LOC'), ('всу', 'ORG')]"
Происшествия,https://ria.ru/20250427/pozhar-2013701721.html,авиация мчс тушит природный пожар в забайкалье,339,"['Происшествия', 'Россия']",авиация мчс тушит природный пожар забайкалье,"['авиация', 'мчс', 'тушит', 'природный', 'пожар', 'забайкалье']","['авиация', 'мчс', 'тушить', 'природный', 'пожар', 'забайкалье']","[('мчс', 'ORG')]"
Происшествия,https://ria.ru/20250427/pozhar-2013698282.html,в московском банном комплексе огонь повредил семь строений,5534,['Происшествия'],московском банном комплексе огонь повредил семь строений,"['московском', 'банном', 'комплексе', 'огонь', 'повредил', 'семь', 'строений']","['московский', 'банный', 'комплекс', 'огонь', 'повредить', 'семь', 'строение']",[]
Происшествия,https://ria.ru/20250427/sheremetevo-2013697874.html,рейс из москвы в нальчик вернулся в шереметьево из-за неисправности,3496,"['Происшествия', 'Шереметьево (аэропорт)', 'Москва', 'Нальчик']",рейс москвы нальчик вернулся шереметьево неисправности,"['рейс', 'москвы', 'нальчик', 'вернулся', 'шереметьево', 'неисправности']","['рейс', 'москва', 'нальчик', 'вернуться', 'шереметьево', 'неисправность']","[('москвы', 'LOC'), ('шереметьево', 'ORG')]"
Происшествия,https://ria.ru/20250427/vertolety-2013694719.html,два вертолета вылетели к месту пожара в банном комплексе на востоке москвы,3880,"['Происшествия', 'Москва', 'Россия']",вертолета вылетели месту пожара банном комплексе востоке москвы,"['вертолета', 'вылетели', 'месту', 'пожара', 'банном', 'комплексе', 'востоке', 'москвы']","['вертолёт', 'вылететь', 'место', 'пожар', 'банный', 'комплекс', 'восток', 'москва']","[('москвы', 'LOC')]"
Происшествия,https://ria.ru/20250427/pozhar-2013693842.html,пожар на мусорном полигоне в нижегородской области локализовали,574,"['Происшествия', 'Нижегородская область', 'Городецкий район']",пожар мусорном полигоне нижегородской области локализовали,"['пожар', 'мусорном', 'полигоне', 'нижегородской', 'области', 'локализовали']","['пожар', 'мусорный', 'полигон', 'нижегородский', 'область', 'локализовать']","[('нижегородской области', 'LOC')]"
Происшествия,https://ria.ru/20250427/pozhar-2013692382.html,площадь пожара в банном комплексе на востоке москвы выросла,4395,['Происшествия'],площадь пожара банном комплексе востоке москвы выросла,"['площадь', 'пожара', 'банном', 'комплексе', 'востоке', 'москвы', 'выросла']","['площадь', 'пожар', 'банный', 'комплекс', 'восток', 'москва', 'вырасти']","[('москвы', 'LOC')]"
Происшествия,https://ria.ru/20250427/samolet-2013690727.html,"самолет ""победы"" сел в волгограде из-за смерти пассажира",5481,"['Происшествия', 'Волгоград', 'Москва', 'Магас', 'Республика Ингушетия']",самолет победы сел волгограде смерти пассажира,"['самолет', 'победы', 'сел', 'волгограде', 'смерти', 'пассажира']","['самолёт', 'победа', 'сесть', 'волгоград', 'смерть', 'пассажир']","[('волгограде', 'LOC')]"
Происшествия,https://ria.ru/20250427/sk-2013690202.html,"мужчина, обвиняемый в подрыве авто москалика, описал хронологию действий",7258,"['Происшествия', 'Светлана Петренко', 'США', 'Балашиха', 'Россия']",мужчина обвиняемый подрыве авто москалика описал хронологию действий,"['мужчина', 'обвиняемый', 'подрыве', 'авто', 'москалика', 'описал', 'хронологию', 'действий']","['мужчина', 'обвинять', 'подрыв', 'авто', 'москалика', 'описать', 'хронология', 'действие']",[]
Происшествия,https://ria.ru/20250427/moskalik-2013690055.html,ск устанавливает соучастников теракта против генерала москалика,1975,"['Происшествия', 'Россия', 'Балашиха', 'Ярослав Москалик']",ск устанавливает соучастников теракта против генерала москалика,"['ск', 'устанавливает', 'соучастников', 'теракта', 'против', 'генерала', 'москалика']","['ск', 'устанавливать', 'соучастник', 'теракт', 'против', 'генерал', 'москалика']","[('ск', 'ORG')]"
Происшествия,https://ria.ru/20250427/pozhar-2013689765.html,на востоке москвы загорелся банный комплекс,6349,"['Происшествия', 'Москва']",востоке москвы загорелся банный комплекс,"['востоке', 'москвы', 'загорелся', 'банный', 'комплекс']","['восток', 'москва', 'загореться', 'банный', 'комплекс']","[('москвы', 'LOC')]"
Происшествия,https://ria.ru/20250427/politsija-2013688059.html,"в мвд башкирии проверят видео, где женщина пинает собаку при ребенке",933,"['Происшествия', 'Уфа', 'Россия']",мвд башкирии проверят видео женщина пинает собаку ребенке,"['мвд', 'башкирии', 'проверят', 'видео', 'женщина', 'пинает', 'собаку', 'ребенке']","['мвд', 'башкирия', 'проверить', 'видео', 'женщина', 'пинать', 'собака', 'ребёнок']","[('мвд', 'ORG'), ('башкирии', 'LOC')]"
Происшествия,https://ria.ru/20250427/moskalik-2013687814.html,подозреваемый в теракте против генерала москалика признал вину,55118,"['Происшествия', 'Следственный комитет России (СК РФ)', 'Ярослав Москалик']",подозреваемый теракте против генерала москалика признал вину,"['подозреваемый', 'теракте', 'против', 'генерала', 'москалика', 'признал', 'вину']","['подозреваемый', 'теракт', 'против', 'генерал', 'москалика', 'признать', 'вина']",[]
Происшествия,https://ria.ru/20250427/sk-2013689881.html,"ск предъявил обвинение фигуранту дела о теракте, при котором погиб москалик",470,"['Происшествия', 'Россия', 'Балашиха', 'Ярослав Москалик']",ск предъявил обвинение фигуранту дела теракте котором погиб москалик,"['ск', 'предъявил', 'обвинение', 'фигуранту', 'дела', 'теракте', 'котором', 'погиб', 'москалик']","['ск', 'предъявить', 'обвинение', 'фигурант', 'дело', 'теракт', 'котором', 'погибнуть', 'москалик']","[('ск', 'ORG')]"
Происшествия,https://ria.ru/20250427/pozhar--2013687211.html,пожар в красноярском селе таежное локализовали на 900 квадратах,1241,['Происшествия'],пожар красноярском селе таежное локализовали квадратах,"['пожар', 'красноярском', 'селе', 'таежное', 'локализовали', 'квадратах']","['пожар', 'красноярский', 'село', 'таежное', 'локализовать', 'квадрат']",[]
Происшествия,https://ria.ru/20250427/pozhar-2013686270.html,в красноярском крае загорелось несколько домов,9654,"['Происшествия', 'Россия', 'Канский район']",красноярском крае загорелось несколько домов,"['красноярском', 'крае', 'загорелось', 'несколько', 'домов']","['красноярский', 'край', 'загореться', 'несколько', 'дом']","[('красноярском крае', 'LOC')]"
Происшествия,https://ria.ru/20250427/pozhar-2013682266.html,в канске загорелись частные дома и хозпостройки,1333,"['Происшествия', 'Канск']",канске загорелись частные дома хозпостройки,"['канске', 'загорелись', 'частные', 'дома', 'хозпостройки']","['канск', 'загореться', 'частный', 'дом', 'хозпостройки']","[('канске', 'LOC')]"
Происшествия,https://ria.ru/20250427/yakhta-2013681447.html,"в черном море спасли яхту, подавшую сигнал бедствия",3564,['Происшествия'],черном море спасли яхту подавшую сигнал бедствия,"['черном', 'море', 'спасли', 'яхту', 'подавшую', 'сигнал', 'бедствия']","['чёрный', 'море', 'спасти', 'яхта', 'подать', 'сигнал', 'бедствие']","[('черном море', 'LOC')]"
Происшествия,https://ria.ru/20250427/sudno-2013680058.html,в карелии маломерное судно с туристами потерпело крушение,7368,['Происшествия'],карелии маломерное судно туристами потерпело крушение,"['карелии', 'маломерное', 'судно', 'туристами', 'потерпело', 'крушение']","['карелия', 'маломерный', 'судно', 'турист', 'потерпеть', 'крушение']","[('карелии', 'LOC')]"
Происшествия,https://ria.ru/20250427/vybrosy--2013678686.html,на анапских пляжах зафиксировали новые выбросы мазута,4662,"['Происшествия', 'Крушение двух танкеров в Керченском проливе', 'Анапа']",анапских пляжах зафиксировали новые выбросы мазута,"['анапских', 'пляжах', 'зафиксировали', 'новые', 'выбросы', 'мазута']","['анапский', 'пляж', 'зафиксировать', 'новый', 'выброс', 'мазут']",[]
Происшествия,https://ria.ru/20250427/avtobus-2013676203.html,во владивостоке автобус въехал в ларек,831,"['Происшествия', 'Владивосток']",владивостоке автобус въехал ларек,"['владивостоке', 'автобус', 'въехал', 'ларек']","['владивосток', 'автобус', 'въехать', 'ларёк']","[('владивостоке', 'LOC')]"
Происшествия,https://ria.ru/20250427/pozhar-2013676012.html,в красноярском крае загорелись десять жилых домов,6270,['Происшествия'],красноярском крае загорелись десять жилых домов,"['красноярском', 'крае', 'загорелись', 'десять', 'жилых', 'домов']","['красноярский', 'край', 'загореться', 'десять', 'жилой', 'дом']","[('красноярском крае', 'LOC')]"
Происшествия,https://ria.ru/20250427/gibel-2013674686.html,при украинском обстреле горловки погиб мирный житель,1026,"['Происшествия', 'Специальная военная операция на Украине', 'Горловка']",украинском обстреле горловки погиб мирный житель,"['украинском', 'обстреле', 'горловки', 'погиб', 'мирный', 'житель']","['украинском', 'обстрел', 'горловка', 'погибнуть', 'мирный', 'житель']","[('горловки', 'LOC')]"
Происшествия,https://ria.ru/20250427/moshenniki--2013672957.html,мошенники пытались украсть крупную сумму денег через кабинеты в wildberries,7785,"['Происшествия', 'Wildberries', 'Министерство внутренних дел РФ (МВД России)']",мошенники пытались украсть крупную сумму денег кабинеты wildberries,"['мошенники', 'пытались', 'украсть', 'крупную', 'сумму', 'денег', 'кабинеты', 'wildberries']","['мошенник', 'пытаться', 'украсть', 'крупный', 'сумма', 'деньга', 'кабинет', 'wildberries']",[]
Происшествия,https://ria.ru/20250427/obstrel-2013672356.html,украинские войска обстреляли белгородскую область,7264,"['Происшествия', 'Специальная военная операция на Украине', 'Вячеслав Гладков']",украинские войска обстреляли белгородскую область,"['украинские', 'войска', 'обстреляли', 'белгородскую', 'область']","['украинские', 'войско', 'обстрелять', 'белгородский', 'область']","[('белгородскую область', 'LOC')]"
Происшествия,https://ria.ru/20250427/pozhar--2013671089.html,в алтайском крае локализовали пожар на складах,1132,['Происшествия'],алтайском крае локализовали пожар складах,"['алтайском', 'крае', 'локализовали', 'пожар', 'складах']","['алтайский', 'край', 'локализовать', 'пожар', 'склад']","[('алтайском крае', 'LOC')]"
Происшествия,https://ria.ru/20250427/mvd-2013670279.html,"в петербурге мужчина выстрелил воздух, чтобы поторопить авто скорой помощи",3568,"['Происшествия', 'Санкт-Петербург', 'Министерство внутренних дел РФ (МВД России)']",петербурге мужчина выстрелил воздух поторопить авто скорой помощи,"['петербурге', 'мужчина', 'выстрелил', 'воздух', 'поторопить', 'авто', 'скорой', 'помощи']","['петербург', 'мужчина', 'выстрелить', 'воздух', 'поторопить', 'авто', 'скорый', 'помощь']","[('петербурге', 'LOC')]"
Происшествия,https://ria.ru/20250427/mchs-2013668937.html,"при пожаре на буксире, пришвартованном в приморье, погиб человек",1008,"['Происшествия', 'Россия']",пожаре буксире пришвартованном приморье погиб человек,"['пожаре', 'буксире', 'пришвартованном', 'приморье', 'погиб', 'человек']","['пожар', 'буксир', 'пришвартовать', 'приморье', 'погибнуть', 'человек']","[('приморье', 'LOC')]"
Происшествия,https://ria.ru/20250427/pozhar-2013667207.html,"в алтайском крае загорелись склады на площади шесть тысяч ""квадратов""",3411,"['Происшествия', 'Алтайский край']",алтайском крае загорелись склады площади шесть тысяч квадратов,"['алтайском', 'крае', 'загорелись', 'склады', 'площади', 'шесть', 'тысяч', 'квадратов']","['алтайский', 'край', 'загореться', 'склад', 'площадь', 'шесть', 'тысяча', 'квадрат']","[('алтайском крае', 'LOC')]"
Происшествия,https://ria.ru/20250427/pozhar-2013664627.html,в нижегородской области вспыхнул пожар на мусорном полигоне,1133,"['Происшествия', 'Специальная военная операция на Украине']",нижегородской области вспыхнул пожар мусорном полигоне,"['нижегородской', 'области', 'вспыхнул', 'пожар', 'мусорном', 'полигоне']","['нижегородский', 'область', 'вспыхнуть', 'пожар', 'мусорный', 'полигон']","[('нижегородской области', 'LOC')]"
Происшествия,https://ria.ru/20250427/strelba-2013664414.html,житель камчатки угнал машину у бывшей жены и открыл стрельбу по полицейским,1804,"['Происшествия', 'Камчатский край', 'Камчатка', 'Петропавловск-Камчатский']",житель камчатки угнал машину бывшей жены открыл стрельбу полицейским,"['житель', 'камчатки', 'угнал', 'машину', 'бывшей', 'жены', 'открыл', 'стрельбу', 'полицейским']","['житель', 'камчатка', 'угнать', 'машина', 'бывший', 'жена', 'открыть', 'стрельба', 'полицейский']","[('камчатки', 'LOC')]"
Происшествия,https://ria.ru/20250427/raneniya-2013664219.html,при украинском обстреле курской области пострадал мирный житель,672,"['Происшествия', 'Курская область', 'Специальная военная операция на Украине']",украинском обстреле курской области пострадал мирный житель,"['украинском', 'обстреле', 'курской', 'области', 'пострадал', 'мирный', 'житель']","['украинском', 'обстрел', 'курский', 'область', 'пострадать', 'мирный', 'житель']","[('курской области', 'LOC')]"
Происшествия,https://ria.ru/20250427/dtp-2013664095.html,"на мкад столкнулись машины, движение затруднено",5276,"['Происшествия', 'Москва']",мкад столкнулись машины движение затруднено,"['мкад', 'столкнулись', 'машины', 'движение', 'затруднено']","['мкад', 'столкнуться', 'машина', 'движение', 'затруднить']","[('мкад', 'LOC')]"
Происшествия,https://ria.ru/20250427/vsu-2013663964.html,при украинском обстреле горловки пострадали три мирных жителя,585,"['Происшествия', 'Специальная военная операция на Украине', 'Иван Приходько']",украинском обстреле горловки пострадали мирных жителя,"['украинском', 'обстреле', 'горловки', 'пострадали', 'мирных', 'жителя']","['украинском', 'обстрел', 'горловка', 'пострадать', 'мирный', 'житель']","[('горловки', 'LOC')]"
Происшествия,https://ria.ru/20250427/obstrel-2013660866.html,украинские войска обстреляли горловку,1637,"['Происшествия', 'Специальная военная операция на Украине', 'НАТО', 'Стирол']",украинские войска обстреляли горловку,"['украинские', 'войска', 'обстреляли', 'горловку']","['украинские', 'войско', 'обстрелять', 'горловка']",[]
Происшествия,https://ria.ru/20250427/napugat-2013652689.html,"убийца девяти человек под тверью заявил, что хотел напугать их ружьем",8966,"['Происшествия', 'Редкино', 'Конаковский район', 'Сергей Егоров']",убийца девяти человек тверью заявил хотел напугать ружьем,"['убийца', 'девяти', 'человек', 'тверью', 'заявил', 'хотел', 'напугать', 'ружьем']","['убийца', 'девять', 'человек', 'тверь', 'заявить', 'хотеть', 'напугать', 'ружьё']",[]
Происшествия,https://ria.ru/20250427/primore-2013651034.html,в приморье ищут бежавшего из колонии иностранца,13395,"['Происшествия', 'Россия', 'Приморский край']",приморье ищут бежавшего колонии иностранца,"['приморье', 'ищут', 'бежавшего', 'колонии', 'иностранца']","['приморье', 'искать', 'бежать', 'колония', 'иностранец']","[('приморье', 'LOC')]"
Происшествия,https://ria.ru/20250427/opasnost-2013645080.html,в орловской и брянской областях объявили ракетную опасность,15729,"['Происшествия', 'Специальная военная операция на Украине', 'Брянская область']",орловской брянской областях объявили ракетную опасность,"['орловской', 'брянской', 'областях', 'объявили', 'ракетную', 'опасность']","['орловский', 'брянский', 'область', 'объявить', 'ракетный', 'опасность']","[('брянской областях', 'LOC')]"
Происшествия,https://ria.ru/20250427/shans-2013643393.html,убийца девяти человек заявил об упущенном шансе предотвратить трагедию,26956,"['Происшествия', 'Редкино', 'Конаковский район', 'Сергей Егоров']",убийца девяти человек заявил упущенном шансе предотвратить трагедию,"['убийца', 'девяти', 'человек', 'заявил', 'упущенном', 'шансе', 'предотвратить', 'трагедию']","['убийца', 'девять', 'человек', 'заявить', 'упущенном', 'шанс', 'предотвратить', 'трагедия']",[]
Происшествия,https://ria.ru/20250426/moskva-2013633819.html,на юго-западе москвы загорелась кровля трехэтажного здания,6588,"['Происшествия', 'Россия', 'Москва']",юго западе москвы загорелась кровля трехэтажного здания,"['юго', 'западе', 'москвы', 'загорелась', 'кровля', 'трехэтажного', 'здания']","['юго', 'запад', 'москва', 'загореться', 'кровля', 'трёхэтажный', 'здание']","[('москвы', 'LOC')]"
Происшествия,https://ria.ru/20250426/pozhar-2013633654.html,на 16-м этаже самарской многоэтажки произошел пожар,790,"['Происшествия', 'Жилье', 'Самара', 'Куйбышевский район']",этаже самарской многоэтажки произошел пожар,"['этаже', 'самарской', 'многоэтажки', 'произошел', 'пожар']","['этаж', 'самарский', 'многоэтажка', 'произойти', 'пожар']",[]
Происшествия,https://ria.ru/20250426/dtp-2013630994.html,в центре москвы электробус наехал на пешехода,10345,"['Происшествия', 'Авто', 'Москва', 'Мосгортранс']",центре москвы электробус наехал пешехода,"['центре', 'москвы', 'электробус', 'наехал', 'пешехода']","['центр', 'москва', 'электробус', 'наехать', 'пешеход']","[('москвы', 'LOC')]"
Происшествия,https://ria.ru/20250426/delo-2013626561.html,в ростовской области стая бродячих собак напала на ребенка,3674,"['Происшествия', 'Аксайский район', 'Россия', 'Ростовская область']",ростовской области стая бродячих собак напала ребенка,"['ростовской', 'области', 'стая', 'бродячих', 'собак', 'напала', 'ребенка']","['ростовский', 'область', 'стая', 'бродячий', 'собака', 'напасть', 'ребёнок']","[('ростовской области', 'LOC')]"
Происшествия,https://ria.ru/20250426/paraplanerist-2013625007.html,в кабардино-балкарии разбился парапланерист,2225,"['Происшествия', 'Пермь']",кабардино балкарии разбился парапланерист,"['кабардино', 'балкарии', 'разбился', 'парапланерист']","['кабардино', 'балкария', 'разбиться', 'парапланерист']","[('кабардино-балкарии', 'LOC')]"
Происшествия,https://ria.ru/20250426/pogibshie-2013623691.html,"у россии есть данные о сотнях погибших в суджанском районе, заявил мирошник",26231,"['Происшествия', 'Специальная военная операция на Украине', 'Курская область']",россии данные сотнях погибших суджанском районе заявил мирошник,"['россии', 'данные', 'сотнях', 'погибших', 'суджанском', 'районе', 'заявил', 'мирошник']","['россия', 'данные', 'сотня', 'погибнуть', 'суджанский', 'район', 'заявить', 'мирошник']","[('россии', 'LOC'), ('суджанском районе', 'LOC')]"
Происшествия,https://ria.ru/20250426/mkad-2013625700.html,на мкад восстановили движение после дтп,4497,"['Происшествия', 'Москва', 'МКАД']",мкад восстановили движение дтп,"['мкад', 'восстановили', 'движение', 'дтп']","['мкад', 'восстановить', 'движение', 'дтп']","[('мкад', 'LOC')]"
Происшествия,https://ria.ru/20250426/moskva-2013619435.html,в москве на мкад столкнулись четыре автомобиля,3071,"['Происшествия', 'Авто', 'Москва']",москве мкад столкнулись четыре автомобиля,"['москве', 'мкад', 'столкнулись', 'четыре', 'автомобиля']","['москва', 'мкад', 'столкнуться', 'четыре', 'автомобиль']","[('москве', 'LOC'), ('мкад', 'LOC')]"
Происшествия,https://ria.ru/20250426/zaderzhanie-2013619138.html,"фсб показала видео задержания агента, заминировавшего машину москалика",36378,"['Происшествия', 'Федеральная служба безопасности РФ (ФСБ России)']",фсб показала видео задержания агента заминировавшего машину москалика,"['фсб', 'показала', 'видео', 'задержания', 'агента', 'заминировавшего', 'машину', 'москалика']","['фсб', 'показать', 'видео', 'задержание', 'агент', 'заминировать', 'машина', 'москалика']","[('фсб', 'ORG')]"
Происшествия,https://ria.ru/20250426/sobaka-2013615116.html,в ставрополе собака напала на ребенка,1471,"['Происшествия', 'Ставрополь']",ставрополе собака напала ребенка,"['ставрополе', 'собака', 'напала', 'ребенка']","['ставрополь', 'собака', 'напасть', 'ребёнок']","[('ставрополе', 'LOC')]"
Происшествия,https://ria.ru/20250426/sk-2013613577.html,ск работает с подозреваемым в убийстве генерала москалика,7965,"['Происшествия', 'Россия', 'Балашиха', 'Ярослав Москалик']",ск работает подозреваемым убийстве генерала москалика,"['ск', 'работает', 'подозреваемым', 'убийстве', 'генерала', 'москалика']","['ск', 'работать', 'подозреваемым', 'убийство', 'генерал', 'москалика']","[('ск', 'ORG')]"
Происшествия,https://ria.ru/20250426/zaderzhanie-2013610468.html,"фсб задержала агента, заминировавшего машину для убийства москалика",70642,"['Происшествия', 'Россия', 'Украина', 'Московская область (Подмосковье)']",фсб задержала агента заминировавшего машину убийства москалика,"['фсб', 'задержала', 'агента', 'заминировавшего', 'машину', 'убийства', 'москалика']","['фсб', 'задержать', 'агент', 'заминировать', 'машина', 'убийство', 'москалика']","[('фсб', 'ORG')]"
